date,price,volume
2024-09-29,0.007660000119358301,984202.0
2024-09-30,0.005659000016748905,841832.0
2024-10-01,0.0034799999557435513,765184.0
2024-10-02,0.0022299999836832285,471385.0
2024-10-03,0.002015999983996153,1524381.0
2024-10-04,0.0018080000299960375,632905.0
2024-10-05,0.0015620000194758177,503239.0
2024-10-06,0.0017979999538511038,355594.0
2024-10-07,0.00145800004247576,311567.0
2024-10-08,0.0014319999609142542,288153.0
2024-10-09,0.00048600000445730984,283369.0
2024-10-10,0.00045900000259280205,192296.0
2024-10-11,0.0003929999948013574,160169.0
2024-10-12,0.0004020000051241368,101553.0
2024-10-13,0.00039999998989515007,39680.0
2024-10-14,0.0004130000015720725,217542.0
2024-10-15,0.0004239999980200082,237346.0
2024-10-16,0.0003870000073220581,240181.0
2024-10-17,0.0003980000037699938,129701.0
2024-10-18,0.0003349999897181988,141513.0
2024-10-19,0.00037299998803064227,69707.0
2024-10-20,0.0003589999978430569,66721.0
2024-10-21,0.00036700000055134296,65376.0
2024-10-22,0.0003539999888744205,6648.0
2024-10-23,0.00031999999191612005,117039.0
2024-10-24,0.00026500000967644155,71763.0
2024-10-25,0.0002469999890308827,10562.0
2024-10-26,0.00022200000239536166,7426.0
2024-10-27,0.0001990000018849969,2997.0
2024-10-28,0.00023999999393709004,11154.0
2024-10-29,0.000291000003926456,18996.0
2024-10-30,0.0003260000084992498,79297.0
2024-10-31,0.0004799999878741801,133598.0
2024-11-01,0.00039000000106170774,31670.0
2024-11-02,0.00036199999158270657,31300.0
2024-11-03,0.00034699999378062785,3410.0
2024-11-04,0.0003589999978430569,1465.0
2024-11-05,0.0003349999897181988,5285.0
2024-11-06,0.0003060000017285347,15587.0
2024-11-07,0.00027099999715574086,6898.0
2024-11-08,0.0002610000083222985,5754.0
2024-11-09,0.00028899998869746923,13584.0
2024-11-10,0.00032699998700991273,43910.0
2024-11-11,0.0008299999753944576,124232.0
2024-11-12,0.0011020000092685223,174843.0
2024-11-13,0.0009009999921545386,144637.0
2024-11-14,0.0004990000161342323,59339.0
2024-11-15,0.0008580000139772892,119606.0
2024-11-16,0.0011050000321120024,131375.0
2024-11-17,0.000775999971665442,62322.0
2024-11-18,0.0007559999939985573,41622.0
2024-11-19,0.0006670000148005784,26349.0
2024-11-20,0.0005929999751970172,24444.0
2024-11-21,0.0006009999779053032,15556.0
2024-11-22,0.0005360000068321824,11110.0
2024-11-23,0.0005370000144466758,38494.0
2024-11-24,0.0005310000269673765,16004.0
